label,pred
0.0,0.50068456
0.0,0.39282846
0.0,0.23887514
1.0,0.40647787
1.0,0.4493067
1.0,0.6017688
1.0,0.6063524
1.0,0.6085075
1.0,0.6085075
1.0,0.60395217
1.0,0.6053464
1.0,0.5655971
1.0,0.6017688
1.0,0.55786556
1.0,0.014601941
1.0,0.60481715
1.0,0.6027067
1.0,0.6017688
1.0,0.60191846
1.0,0.6017688
1.0,0.6017688
1.0,0.6038321
1.0,0.4838822
1.0,0.4456971
1.0,0.6017688
1.0,0.60426307
1.0,0.6085075
1.0,0.60805297
1.0,0.6085075
1.0,0.60801446
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.60801417
1.0,0.010412274
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.5235858
1.0,0.52357674
1.0,0.6085075
1.0,0.5170214
1.0,0.5990057
1.0,0.46989852
1.0,0.5930048
1.0,0.6041226
1.0,0.21776427
1.0,0.6063496
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6085075
1.0,0.6060132
1.0,0.6058088
1.0,0.60243446
0.0,0.605295
0.0,4.7062076e-05
0.0,0.0005874786
0.0,0.5054044
0.0,0.34928632
0.0,5.7316545e-05
0.0,0.6017688
0.0,4.8390807e-06
0.0,0.020970251
0.0,0.31890184
0.0,0.021321315
0.0,0.33836526
0.0,4.668744e-05
0.0,0.45479125
0.0,0.44789946
0.0,0.010408943
0.0,0.066379026
0.0,0.0004493118
0.0,0.0016924508
0.0,0.31419054
0.0,0.009402205
0.0,0.2880844
0.0,0.081896484
0.0,0.00021538392
0.0,0.00043377618
0.0,0.26599824
0.0,0.5668819
0.0,5.671975e-05
0.0,0.5000644
0.0,0.00214755
0.0,0.0010908169
0.0,0.015946822
0.0,0.00028569903
0.0,0.5980966
0.0,0.00769236
0.0,1.3048973e-05
0.0,0.52243054
0.0,0.6085075
0.0,0.12374158
0.0,3.83052e-05
0.0,1.08538825e-05
0.0,0.32165325
0.0,0.5569077
0.0,0.025644982
0.0,3.8134116e-05
0.0,0.02154559
0.0,0.42925182
0.0,6.6979475e-05
0.0,7.967446e-05
0.0,0.0020498373
0.0,0.374835
0.0,0.34482324
0.0,0.60538393
0.0,0.5596406
0.0,0.018084897
0.0,0.0037244374
0.0,0.1460748
0.0,0.0010402511
0.0,0.00017398287
0.0,0.06904752
0.0,0.25473633
0.0,0.0011881562
0.0,0.04256921
0.0,0.09679018
0.0,0.6085075
0.0,3.8134116e-05
0.0,0.006962157
0.0,0.03754695
0.0,0.007421963
0.0,0.0041135144
0.0,0.3363149
0.0,0.5689845
0.0,0.00018473946
0.0,0.060957655
0.0,0.0016961504
0.0,0.6085075
0.0,0.48206124
0.0,0.12683252
0.0,0.09666092
0.0,0.60502315
0.0,0.24865098
0.0,0.2930702
0.0,0.0007150538
0.0,0.0060910895
0.0,0.43608704
0.0,0.5144417
0.0,3.0854266e-05
0.0,0.0011913094
0.0,0.45105088
0.0,0.0041256333
1.0,0.46293858
1.0,0.47302568
1.0,0.3984096
1.0,0.3984096
1.0,0.7012047
1.0,0.9542112
1.0,0.7872766
1.0,0.71899533
1.0,0.7108297
1.0,0.46945265
1.0,0.55050117
1.0,0.61712724
1.0,0.46430424
1.0,0.3984096
1.0,0.7567841
1.0,0.57435435
1.0,0.63213295
1.0,0.5872882
1.0,0.47965863
1.0,0.4371791
1.0,0.7070775
1.0,0.46990076
1.0,0.60062087
1.0,0.8397466
1.0,0.9585135
1.0,0.96677834
1.0,0.8226948
1.0,0.87763435
1.0,0.8318806
1.0,0.80972934
1.0,0.85509485
1.0,0.88358307
1.0,0.93372864
1.0,0.9788957
1.0,0.8805862
1.0,0.879057
1.0,0.9352988
1.0,0.8644328
1.0,0.9771845
1.0,0.92013514
1.0,0.9557475
1.0,0.8784443
1.0,0.94033045
1.0,0.8853177
1.0,0.8652026
1.0,0.840871
1.0,0.7182796
1.0,0.8635046
1.0,0.8473012
1.0,0.6498808
1.0,0.7998432
1.0,0.69655645
1.0,0.62727386
1.0,0.42125332
1.0,0.9885871
1.0,0.9860848
1.0,0.9817847
1.0,0.98178065
1.0,0.98178446
1.0,0.98178434
1.0,0.9817817
1.0,0.98178184
1.0,0.9817687
1.0,0.99924505
1.0,0.9976169
1.0,0.9993024
1.0,0.9891889
1.0,0.98822206
1.0,0.9968924
1.0,0.9882245
1.0,0.99023414
1.0,0.9896952
1.0,0.9977704
1.0,0.9883272
1.0,0.9876638
1.0,0.9841711
1.0,0.98651797
1.0,0.9885824
1.0,0.9969976
1.0,0.9875958
1.0,0.9860788
1.0,0.99768376
1.0,0.992906
1.0,0.99728096
1.0,0.9875931
1.0,0.98858726
1.0,0.98969626
1.0,0.6783697
1.0,0.73950255
1.0,0.58656895
0.0,0.51212996
0.0,0.43409225
0.0,0.40334943
0.0,0.3984096
0.0,0.48729262
0.0,0.3984096
0.0,0.46857396
0.0,0.3984096
0.0,0.3984096
0.0,0.41591877
0.0,0.3984096
0.0,0.66601765
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.49262676
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.48738548
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.4341757
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.53481144
0.0,0.3984096
0.0,0.3984096
0.0,0.68856096
0.0,0.3984096
0.0,0.3984096
0.0,0.52354044
0.0,0.4327919
0.0,0.4314741
0.0,0.3984096
0.0,0.4088162
0.0,0.3984096
0.0,0.4801086
0.0,0.39840052
0.0,0.3984096
0.0,0.787799
0.0,0.39838484
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.39839816
0.0,0.3984096
0.0,0.40123028
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.41708073
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.81410754
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.5230195
0.0,0.3984096
0.0,0.39840633
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
0.0,0.3984096
1.0,0.43094176
1.0,0.70562166
1.0,0.3792893
1.0,0.52755
1.0,0.8531684
1.0,0.905717
1.0,0.6437056
1.0,0.8181154
1.0,0.6615273
1.0,0.79755116
1.0,0.8160803
1.0,0.7229591
1.0,0.6790263
1.0,0.6822643
1.0,0.77935225
1.0,0.80175155
1.0,0.8030722
1.0,0.7642859
1.0,0.460766
1.0,0.21876809
1.0,0.26297143
1.0,0.7251069
1.0,0.6653951
1.0,0.9147986
1.0,0.8898114
1.0,0.95191777
1.0,0.94244766
1.0,0.8996617
1.0,0.9292767
1.0,0.95719814
1.0,0.90953225
1.0,0.93689495
1.0,0.9572248
1.0,0.9402711
1.0,0.8087246
1.0,0.9190689
1.0,0.9475262
1.0,0.9390683
1.0,0.9325105
1.0,0.92016137
1.0,0.93738294
1.0,0.94801646
1.0,0.9240175
1.0,0.92401487
1.0,0.8266641
1.0,0.27315572
1.0,0.79631543
1.0,0.42170382
1.0,0.44793567
1.0,0.395428
1.0,0.7800092
1.0,0.780566
1.0,0.6060223
1.0,0.47947505
1.0,0.9944348
1.0,0.9973647
1.0,0.99423426
1.0,0.994296
1.0,0.9934735
1.0,0.9934736
1.0,0.9934737
1.0,0.9977992
1.0,0.9954846
1.0,0.994234
1.0,0.99423426
1.0,0.99347395
1.0,0.99423414
1.0,0.9942356
1.0,0.9942345
1.0,0.9942344
1.0,0.99423426
1.0,0.99423414
1.0,0.99448013
1.0,0.9955902
1.0,0.9987004
1.0,0.99415755
1.0,0.9982609
1.0,0.9966079
1.0,0.9987525
1.0,0.9973864
1.0,0.99469525
1.0,0.9942959
1.0,0.9980076
1.0,0.9961598
1.0,0.99294174
1.0,0.9982022
1.0,0.99503666
1.0,0.7481505
1.0,0.50306106
1.0,0.68909717
0.0,0.3533772
0.0,0.064730234
0.0,0.1990014
0.0,0.04886787
0.0,0.39451516
0.0,0.39029944
0.0,0.025481923
0.0,0.04744011
0.0,0.29016787
0.0,0.4554786
0.0,0.05039467
0.0,0.3417087
0.0,0.35478255
0.0,0.80529165
0.0,0.06585777
0.0,0.20570832
0.0,0.5550085
0.0,0.99799854
0.0,0.64436716
0.0,0.28580135
0.0,0.12579226
0.0,0.49593636
0.0,0.31175628
0.0,0.25119233
0.0,0.25112194
0.0,0.2978896
0.0,0.051814508
0.0,0.6556206
0.0,0.44021085
0.0,0.58449817
0.0,0.25055215
0.0,0.072622046
0.0,0.07301791
0.0,0.20566452
0.0,0.10856619
0.0,0.12624688
0.0,0.04023684
0.0,0.94859254
0.0,0.030368311
0.0,0.090092875
0.0,0.1679138
0.0,0.34884614
0.0,0.22591896
0.0,0.052392513
0.0,0.3117116
0.0,0.07527281
0.0,0.2187678
0.0,0.031211914
0.0,0.6455806
0.0,0.06312351
0.0,0.039099604
0.0,0.043429945
0.0,0.030364161
0.0,0.06073614
0.0,0.03387746
0.0,0.06045617
0.0,0.12360354
0.0,0.21151365
0.0,0.57994586
0.0,0.09828701
0.0,0.20221017
0.0,0.25524735
0.0,0.23405197
0.0,0.30933443
0.0,0.081692114
0.0,0.19085623
0.0,0.05344056
0.0,0.030852528
0.0,0.36719128
0.0,0.49178502
0.0,0.3142116
0.0,0.5179057
0.0,0.15131839
0.0,0.3118523
0.0,0.2803394
0.0,0.06697184
0.0,0.37716174
0.0,0.6515396
0.0,0.27313164
0.0,0.23477641
0.0,0.5717538
0.0,0.08785481
0.0,0.090441085
0.0,0.48342326
0.0,0.34769425
0.0,0.29072356
0.0,0.7602878
0.0,0.052611694
0.0,0.33029497
0.0,0.23105232
1.0,0.6706517
1.0,0.6434827
1.0,0.69968
1.0,0.7373027
1.0,0.8287566
1.0,0.72654164
1.0,0.7278381
1.0,0.790068
1.0,0.8583611
1.0,0.71142083
1.0,0.66869557
1.0,0.59361655
1.0,0.23305719
1.0,0.6180894
1.0,0.6456191
1.0,0.7408435
1.0,0.67255694
1.0,0.34221768
1.0,0.34221882
1.0,0.42201456
1.0,0.5971128
1.0,0.671001
1.0,0.7840922
1.0,0.786472
1.0,0.7394732
1.0,0.84652865
1.0,0.8358389
1.0,0.7912708
1.0,0.8330329
1.0,0.8225714
1.0,0.8724397
1.0,0.8509891
1.0,0.8508782
1.0,0.8469257
1.0,0.9356774
1.0,0.92212826
1.0,0.9242028
1.0,0.92679626
1.0,0.9020414
1.0,0.8469033
1.0,0.9223792
1.0,0.8554687
1.0,0.9198867
1.0,0.30864432
1.0,0.72620875
1.0,0.644517
1.0,0.1077818
1.0,0.38175714
1.0,0.2465641
1.0,0.635937
1.0,0.6381836
1.0,0.27579543
1.0,0.18675584
1.0,0.98140544
1.0,0.92266124
1.0,0.9139331
1.0,0.9139251
1.0,0.91393906
1.0,0.91393507
1.0,0.9764615
1.0,0.91878045
1.0,0.91392195
1.0,0.9139239
1.0,0.918693
1.0,0.9188063
1.0,0.9652133
1.0,0.92293763
1.0,0.91815466
1.0,0.91756976
1.0,0.9606767
1.0,0.96142894
1.0,0.9601393
1.0,0.91372204
1.0,0.9121237
1.0,0.91212237
1.0,0.9818642
1.0,0.9170646
1.0,0.91632336
1.0,0.92361456
1.0,0.963541
1.0,0.98654735
1.0,0.9139287
1.0,0.91393864
1.0,0.91392416
1.0,0.9163194
1.0,0.9139263
1.0,0.9110439
1.0,0.54202753
1.0,0.7221377
1.0,0.08896962
0.0,0.034262188
0.0,0.51884127
0.0,0.050936762
0.0,0.045235645
0.0,0.91137636
0.0,0.080964796
0.0,0.099441685
0.0,0.15618287
0.0,0.005046391
0.0,0.042628117
0.0,0.0043354114
0.0,0.10761766
0.0,0.71964943
0.0,0.2539797
0.0,0.37377268
0.0,0.095792025
0.0,0.22175428
0.0,0.061436027
0.0,0.008332409
0.0,0.14945023
0.0,0.0055713933
0.0,0.098359905
0.0,0.10957951
0.0,0.057751007
0.0,0.13339983
0.0,0.26172537
0.0,0.71848273
0.0,0.0629556
0.0,0.0052226246
0.0,0.2465779
0.0,0.2622745
0.0,0.07304015
0.0,0.2483336
0.0,0.006485384
0.0,0.114792325
0.0,0.10555788
0.0,0.016674997
0.0,0.2062281
0.0,0.0042339186
0.0,0.6623187
0.0,0.24321277
0.0,0.084997006
0.0,0.016653026
0.0,0.12629256
0.0,0.075934194
0.0,0.3832205
0.0,0.18221727
0.0,0.021343332
0.0,0.0166545
0.0,0.01539361
0.0,0.0053620166
0.0,0.002973576
0.0,0.32739994
0.0,0.24257794
0.0,0.011829001
0.0,0.6712579
0.0,0.10497745
0.0,0.020290121
0.0,0.42012283
0.0,0.016610056
0.0,0.004868341
0.0,0.023591045
0.0,0.0053629554
0.0,0.18750796
0.0,0.39003515
0.0,0.11565424
0.0,0.010172149
0.0,0.006434297
0.0,0.02153332
0.0,0.007462166
0.0,0.025471793
0.0,0.09863792
0.0,0.21892191
0.0,0.78066146
0.0,0.29409298
0.0,0.04080558
0.0,0.0068137213
0.0,0.029303534
0.0,0.2707292
0.0,0.04458351
0.0,0.006312543
0.0,0.12693305
0.0,0.0421084
0.0,0.24937245
0.0,0.018450145
0.0,0.43346974
0.0,0.0145625975
0.0,0.25729948
0.0,0.14446515
0.0,0.07660531
