label,pred
1.0,0.09304066
1.0,0.7476943
1.0,0.6398758
1.0,0.5394618
1.0,0.78064513
1.0,0.6349528
1.0,0.75048274
1.0,0.5534504
1.0,0.7166182
1.0,0.6232933
1.0,0.6282388
1.0,0.72940224
1.0,0.8035497
1.0,0.6122666
1.0,0.7215763
1.0,0.6857696
1.0,0.7276137
1.0,0.6614378
1.0,0.69201916
1.0,0.5437522
1.0,0.61903167
1.0,0.5394618
1.0,0.7204559
1.0,0.5575862
1.0,0.6151274
1.0,0.6478769
1.0,0.5559624
1.0,0.5510602
1.0,0.8161327
1.0,0.79815906
1.0,0.5393369
1.0,0.5453211
1.0,0.6595352
1.0,0.5394618
1.0,0.48760772
1.0,0.122237496
1.0,0.813129
1.0,0.7780093
1.0,0.8536284
1.0,0.7729476
1.0,0.69660777
1.0,0.2011004
1.0,0.6275637
1.0,0.75033957
1.0,0.8010526
1.0,0.8253706
1.0,0.8410766
1.0,0.8507056
1.0,0.6888755
1.0,0.7314834
1.0,0.81765944
1.0,0.56297284
1.0,0.79930973
1.0,0.62444484
1.0,0.56467676
1.0,0.7158985
1.0,0.8067205
1.0,0.50599664
1.0,0.5973593
1.0,0.30559886
1.0,0.6690688
1.0,0.54415965
1.0,0.010945956
1.0,0.5394618
1.0,0.24008138
1.0,0.5580473
1.0,0.4806746
1.0,0.5394618
1.0,0.60317844
1.0,0.5426998
1.0,0.60928136
1.0,0.5558153
1.0,0.7169095
1.0,0.7005451
1.0,0.6786943
1.0,0.54543316
1.0,0.54543334
1.0,0.53977615
1.0,0.66995466
1.0,0.7314505
1.0,0.7911554
1.0,0.68843627
1.0,0.6484417
1.0,0.6715734
1.0,0.7206561
1.0,0.5394618
1.0,0.84568113
1.0,0.85019296
1.0,0.670904
1.0,0.73596895
1.0,0.762894
1.0,0.63877606
1.0,0.8239183
1.0,0.4537587
1.0,0.6371178
1.0,0.19003
1.0,0.7310467
1.0,0.80797374
1.0,0.7416872
1.0,0.66696244
1.0,0.7559435
1.0,0.6803605
1.0,0.65443164
1.0,0.5671577
1.0,0.4911237
1.0,0.6898493
1.0,0.79219913
1.0,0.7380606
1.0,0.6528935
1.0,0.79451555
1.0,0.7619441
1.0,0.6985558
1.0,0.83300155
1.0,0.8641805
1.0,0.6276127
1.0,0.73031384
1.0,0.78136885
1.0,0.77569675
1.0,0.677372
1.0,0.4388998
1.0,0.6725505
1.0,0.61233735
1.0,0.55048907
1.0,0.56857103
1.0,0.6748424
1.0,0.6949445
1.0,0.74088067
1.0,0.646689
1.0,0.61710495
1.0,0.7668547
1.0,0.83307934
1.0,0.59261316
1.0,0.6115107
1.0,0.72598225
1.0,0.38649815
1.0,0.48212335
1.0,0.27483162
1.0,0.5394618
1.0,0.15169479
1.0,0.4062542
1.0,0.43031743
1.0,0.7878544
1.0,0.7237374
1.0,0.7741679
1.0,0.6197445
1.0,0.542259
1.0,0.24371092
1.0,0.80318826
1.0,0.8512083
1.0,0.7927298
1.0,0.67760444
1.0,0.73877
1.0,0.7958123
1.0,0.7295159
1.0,0.20852685
1.0,0.8240083
1.0,0.18593659
1.0,0.70702666
1.0,0.16338919
1.0,0.27919832
1.0,0.539553
1.0,0.65197474
1.0,0.6717566
1.0,0.81498927
1.0,0.75083506
1.0,0.807008
1.0,0.4947135
1.0,0.710193
1.0,0.69669324
1.0,0.5513183
1.0,0.7159326
1.0,0.6268915
1.0,0.54197186
1.0,0.54390764
1.0,0.7537423
1.0,0.65955913
1.0,0.7261392
1.0,0.5394618
1.0,0.7954928
1.0,0.86647695
1.0,0.81267875
1.0,0.7555688
1.0,0.6845285
1.0,0.6738518
1.0,0.65946424
1.0,0.87389034
1.0,0.66768587
1.0,0.6100744
1.0,0.83958644
1.0,0.5975554
1.0,0.669962
1.0,0.6800119
1.0,0.3504805
1.0,0.6046755
1.0,0.49027368
1.0,0.7581117
1.0,0.54872197
1.0,0.6624746
1.0,0.6164951
1.0,0.8074813
1.0,0.5394618
1.0,0.6875233
1.0,0.5394618
1.0,0.51608014
1.0,0.54299784
1.0,0.41720724
1.0,0.56668746
1.0,0.34392753
1.0,0.72973627
1.0,0.36513358
1.0,0.8323888
1.0,0.6138631
1.0,0.57648075
1.0,0.5394618
1.0,0.21279879
1.0,0.5394618
1.0,0.41021228
1.0,0.7364939
1.0,0.8483791
1.0,0.84400713
1.0,0.61181396
1.0,0.5971932
1.0,0.7115426
1.0,0.5394618
1.0,0.4526432
1.0,0.13232379
1.0,0.7577847
1.0,0.42216846
1.0,0.6783575
1.0,0.7378691
1.0,0.61735797
1.0,0.35780042
1.0,0.35596076
1.0,0.29298458
1.0,0.7080756
1.0,0.42429996
1.0,0.77444524
1.0,0.6242072
1.0,0.42837942
1.0,0.6979568
1.0,0.7345993
1.0,0.7665084
1.0,0.8288306
1.0,0.6613115
1.0,0.77011985
1.0,0.78281397
1.0,0.7526068
1.0,0.6750846
1.0,0.42638895
1.0,0.58021176
1.0,0.65391207
1.0,0.10862938
1.0,0.5394618
1.0,0.55299073
1.0,0.5393646
1.0,0.5824439
1.0,0.42348734
1.0,0.78175026
1.0,0.8679197
1.0,0.6553247
1.0,0.7105347
1.0,0.7592221
1.0,0.76761085
1.0,0.74176127
1.0,0.377205
1.0,0.768731
1.0,0.6897358
1.0,0.70922846
1.0,0.69213825
1.0,0.70048934
1.0,0.83713347
1.0,0.4218055
1.0,0.6794729
1.0,0.5870332
1.0,0.75636524
1.0,0.41141373
1.0,0.44303805
1.0,0.48703438
1.0,0.75504804
1.0,0.708768
1.0,0.8251141
1.0,0.7928434
1.0,0.81206554
1.0,0.59576863
1.0,0.6306755
1.0,0.7163165
1.0,0.7428505
1.0,0.6780572
1.0,0.7582401
1.0,0.7751859
1.0,0.89715266
1.0,0.6851477
1.0,0.7731949
1.0,0.84212345
1.0,0.768608
1.0,0.87831396
1.0,0.8338585
1.0,0.74543417
1.0,0.76696646
1.0,0.66755754
1.0,0.8404772
1.0,0.7082053
1.0,0.6458605
1.0,0.74048835
1.0,0.81351763
1.0,0.54354733
1.0,0.55978405
1.0,0.71149325
1.0,0.5394618
1.0,0.5394601
1.0,0.009941947
1.0,0.6691039
1.0,0.6662687
1.0,0.6250757
1.0,0.2546714
1.0,0.5394618
1.0,0.7436283
1.0,0.60605395
1.0,0.6196387
1.0,0.7409362
1.0,0.59332216
1.0,0.6971284
1.0,0.5402802
1.0,0.5601189
1.0,0.6347127
1.0,0.15544656
1.0,0.7376813
1.0,0.524596
1.0,0.6735846
1.0,0.68158334
1.0,0.23760577
1.0,0.78599
1.0,0.764321
1.0,0.7718841
1.0,0.079066806
1.0,0.70259774
1.0,0.6146899
1.0,0.48294336
1.0,0.54234904
1.0,0.69101554
1.0,0.5288339
1.0,0.65329695
1.0,0.5394618
1.0,0.51279575
1.0,0.5394618
1.0,0.54239804
1.0,0.32536507
1.0,0.5608134
1.0,0.5394618
1.0,0.5394618
1.0,0.7308826
1.0,0.8387947
1.0,0.68082774
1.0,0.21524058
1.0,0.51486045
1.0,0.6658947
1.0,0.711461
1.0,0.8217471
1.0,0.62434554
1.0,0.6088209
1.0,0.7956827
1.0,0.8107718
1.0,0.8617075
1.0,0.57884514
1.0,0.37422758
1.0,0.49240884
1.0,0.31726336
1.0,0.5394618
1.0,0.6621954
1.0,0.76330173
1.0,0.48101935
1.0,0.7748874
1.0,0.36752686
1.0,0.5394618
1.0,0.5586515
1.0,0.6760008
1.0,0.5779229
1.0,0.7163808
1.0,0.84314746
1.0,0.66663194
1.0,0.5878426
1.0,0.7980872
1.0,0.69798905
1.0,0.8412099
1.0,0.8302239
1.0,0.62815213
1.0,0.5394618
1.0,0.58444434
1.0,0.7037552
1.0,0.75166374
1.0,0.70039564
1.0,0.76155835
1.0,0.6473557
1.0,0.7847217
1.0,0.7045416
1.0,0.71568084
1.0,0.63587606
1.0,0.8285292
1.0,0.66085804
1.0,0.7337903
1.0,0.61455375
1.0,0.6629498
1.0,0.7158517
1.0,0.5439937
1.0,0.73714554
1.0,0.8382314
1.0,0.60700864
1.0,0.77920026
1.0,0.24431656
1.0,0.67753595
1.0,0.5732073
1.0,0.29691848
1.0,0.66831553
1.0,0.54289144
1.0,0.623113
1.0,0.5239411
1.0,0.6456729
1.0,0.7809362
1.0,0.70727414
1.0,0.38107318
1.0,0.5373178
1.0,0.7077878
1.0,0.7449313
1.0,0.80862
1.0,0.80043113
1.0,0.8286331
1.0,0.7281025
1.0,0.7678121
1.0,0.7071921
1.0,0.6065732
1.0,0.23623446
1.0,0.70807266
1.0,0.64642715
1.0,0.70530826
1.0,0.66120857
1.0,0.5057101
1.0,0.56371826
1.0,0.53925
1.0,0.54146945
1.0,0.79189336
1.0,0.7092619
1.0,0.7011242
1.0,0.79407
1.0,0.7137378
1.0,0.05066783
1.0,0.5828447
1.0,0.76462626
1.0,0.6417029
1.0,0.6769122
1.0,0.8330688
1.0,0.67875534
1.0,0.6868029
1.0,0.75227475
1.0,0.7111168
1.0,0.7701299
1.0,0.7866971
1.0,0.73167
1.0,0.75693285
1.0,0.7351845
1.0,0.69749945
1.0,0.73713046
1.0,0.8759542
1.0,0.53276014
1.0,0.2360484
1.0,0.7940866
1.0,0.5680155
1.0,0.8267218
1.0,0.7173792
1.0,0.66737944
1.0,0.7159248
1.0,0.7247501
1.0,0.8081704
1.0,0.7258608
1.0,0.54568243
1.0,0.6102216
1.0,0.6391586
1.0,0.5557676
1.0,0.32893994
1.0,0.19722274
1.0,0.4883399
1.0,0.5394618
1.0,0.5997489
1.0,0.0681116
1.0,0.62412477
1.0,0.44233382
1.0,0.72871876
1.0,0.6925074
1.0,0.86403674
1.0,0.7852344
1.0,0.7736337
1.0,0.88013905
1.0,0.5394618
1.0,0.5394618
1.0,0.5578349
1.0,0.65793574
1.0,0.6208175
1.0,0.61572784
1.0,0.6687129
1.0,0.55401206
1.0,0.29845813
1.0,0.6933338
1.0,0.44584313
1.0,0.8120351
1.0,0.8628251
1.0,0.66100365
1.0,0.7700914
1.0,0.65512484
1.0,0.77046514
1.0,0.44309458
1.0,0.66354865
1.0,0.5394618
1.0,0.5394618
1.0,0.74416226
1.0,0.82818836
1.0,0.5394618
1.0,0.7833575
1.0,0.8423483
1.0,0.61842734
1.0,0.8155452
1.0,0.8578008
1.0,0.86060464
1.0,0.68266886
1.0,0.78408223
1.0,0.75949085
1.0,0.46782216
1.0,0.74372154
1.0,0.8404652
1.0,0.5846121
1.0,0.635792
1.0,0.5674423
1.0,0.55683595
1.0,0.5527703
1.0,0.6419742
1.0,0.24205844
1.0,0.7471287
1.0,0.7835436
1.0,0.822103
1.0,0.77363414
1.0,0.6862297
1.0,0.7276747
1.0,0.7531368
1.0,0.88450354
1.0,0.7368103
1.0,0.75492656
1.0,0.8810272
1.0,0.70047104
1.0,0.709707
1.0,0.8721666
1.0,0.64552194
1.0,0.5071256
1.0,0.50542766
1.0,0.7710044
1.0,0.66490006
1.0,0.58956707
1.0,0.65814805
1.0,0.43382058
1.0,0.71224356
1.0,0.81132823
1.0,0.60195076
1.0,0.56680363
1.0,0.43718874
1.0,0.5941998
1.0,0.5394618
1.0,0.5394618
1.0,0.5411395
1.0,0.7325163
1.0,0.6830927
1.0,0.6716698
1.0,0.5953835
1.0,0.70997494
1.0,0.5469399
1.0,0.5715923
1.0,0.72533345
1.0,0.7554742
1.0,0.81720775
1.0,0.7500638
1.0,0.46768904
1.0,0.50668323
1.0,0.5394618
1.0,0.50272757
1.0,0.6599897
1.0,0.679357
1.0,0.23052993
1.0,0.52776766
1.0,0.3757208
1.0,0.48032576
1.0,0.70344365
1.0,0.69395274
1.0,0.7010832
1.0,0.52688515
1.0,0.5411953
1.0,0.17069031
1.0,0.4366233
1.0,0.466605
1.0,0.5417866
1.0,0.8458394
1.0,0.76819324
1.0,0.82409436
1.0,0.5398885
1.0,0.6540862
1.0,0.8508918
1.0,0.7801433
1.0,0.11557315
1.0,0.54405946
1.0,0.24939528
1.0,0.71698964
1.0,0.716569
1.0,0.86185
1.0,0.72373044
1.0,0.8093929
1.0,0.82461584
1.0,0.9102011
1.0,0.54098
1.0,0.78559905
1.0,0.34688824
1.0,0.71754366
1.0,0.5523887
1.0,0.6729019
1.0,0.5532305
1.0,0.5912054
1.0,0.5131401
1.0,0.76334465
1.0,0.56964755
1.0,0.5021334
1.0,0.7076806
1.0,0.68914515
1.0,0.69830966
1.0,0.7094553
1.0,0.66558707
1.0,0.68650717
1.0,0.6126068
1.0,0.44845897
1.0,0.7204232
1.0,0.3593739
1.0,0.7283193
1.0,0.6263749
1.0,0.57529145
1.0,0.6500244
1.0,0.82759064
1.0,0.68151414
1.0,0.41659096
1.0,0.6398275
1.0,0.523894
1.0,0.7623614
1.0,0.5063807
1.0,0.54559255
1.0,0.71850455
1.0,0.712399
1.0,0.20498948
1.0,0.65121716
1.0,0.562251
1.0,0.631585
1.0,0.3572639
1.0,0.5266615
1.0,0.7408064
1.0,0.6436536
1.0,0.62909305
1.0,0.70914996
1.0,0.5007995
1.0,0.5354914
1.0,0.54492664
1.0,0.5619618
1.0,0.5394618
1.0,0.4062589
1.0,0.73747355
1.0,0.6166021
1.0,0.5394618
1.0,0.5394618
1.0,0.4660808
1.0,0.3783999
1.0,0.8294282
1.0,0.8010048
1.0,0.72059524
1.0,0.73764735
1.0,0.7490472
1.0,0.758993
1.0,0.6210111
1.0,0.8862618
1.0,0.8207951
1.0,0.8058984
1.0,0.71097565
1.0,0.7676423
1.0,0.64556396
1.0,0.6197785
1.0,0.5036514
1.0,0.3824789
1.0,0.12968172
1.0,0.5513647
1.0,0.5807224
1.0,0.38243815
1.0,0.5388171
1.0,0.30291247
1.0,0.38506114
1.0,0.541783
1.0,0.5396287
0.0,0.5397483
0.0,0.08711725
0.0,0.13984509
0.0,0.058484267
0.0,0.5394618
0.0,0.03959031
0.0,0.021125847
0.0,0.024421182
0.0,0.41874346
0.0,0.55107486
0.0,0.57689714
0.0,0.5394618
0.0,0.4175546
0.0,0.02543353
0.0,0.6578323
0.0,0.69805837
0.0,0.008413141
0.0,0.49639788
0.0,0.01120228
0.0,0.00889629
0.0,0.5636994
0.0,0.44824353
0.0,0.0699272
0.0,0.05906123
0.0,0.08693006
0.0,0.5477603
0.0,0.64150566
0.0,0.07978651
0.0,0.40648317
0.0,0.021555377
0.0,0.37677974
0.0,0.5411221
0.0,0.011274091
0.0,0.012252367
0.0,0.11146935
0.0,0.12936169
0.0,0.033767205
0.0,0.32125092
0.0,0.0140753025
0.0,0.006980398
0.0,0.11063946
0.0,0.10596742
0.0,0.06104734
0.0,0.5497667
0.0,0.31363976
0.0,0.37650883
0.0,0.31062105
0.0,0.074325584
0.0,0.01006335
0.0,0.006454946
0.0,0.59006244
0.0,0.5438628
0.0,0.5466542
0.0,0.62209743
0.0,0.043413073
0.0,0.12756509
0.0,0.007960097
0.0,0.031238299
0.0,0.011372309
0.0,0.19860312
0.0,0.024099624
0.0,0.17455028
0.0,0.3322449
0.0,0.40310535
0.0,0.017073479
0.0,0.5394618
0.0,0.5001451
0.0,0.008246418
0.0,0.44132507
0.0,0.01252519
0.0,0.08540929
0.0,0.5394618
0.0,0.3906477
0.0,0.30590922
0.0,0.0084903715
0.0,0.0732845
0.0,0.27199385
0.0,0.033024825
0.0,0.10210362
0.0,0.4456561
0.0,0.4077009
0.0,0.033860054
0.0,0.03543217
0.0,0.3432353
0.0,0.5406685
0.0,0.54108894
0.0,0.6709366
0.0,0.5394618
0.0,0.0560593
0.0,0.032543667
0.0,0.024655422
0.0,0.050226234
0.0,0.56232905
0.0,0.33313423
0.0,0.54499173
0.0,0.5394618
0.0,0.6141145
0.0,0.5394618
0.0,0.092054315
0.0,0.09136809
0.0,0.6404648
0.0,0.010399488
0.0,0.03752526
0.0,0.025776569
0.0,0.5394618
0.0,0.111178994
0.0,0.24174017
0.0,0.36653554
0.0,0.2467724
0.0,0.39758766
0.0,0.0597751
0.0,0.00921159
0.0,0.060702052
0.0,0.023791606
0.0,0.061596025
0.0,0.020512173
0.0,0.054457728
0.0,0.404856
0.0,0.01850911
0.0,0.037069976
0.0,0.06367488
0.0,0.6032152
0.0,0.027568588
0.0,0.07983428
0.0,0.012987857
0.0,0.61511177
0.0,0.38637137
0.0,0.6996878
0.0,0.14234078
0.0,0.016828613
0.0,0.33512366
0.0,0.65025496
0.0,0.23600487
0.0,0.041500047
0.0,0.0064319107
0.0,0.5394618
0.0,0.069572486
0.0,0.011935839
0.0,0.5394618
0.0,0.016407788
0.0,0.11096809
0.0,0.53917927
0.0,0.012085883
0.0,0.030316975
0.0,0.6053157
0.0,0.74152076
0.0,0.16386595
0.0,0.07657548
0.0,0.13602254
0.0,0.7028784
0.0,0.024600085
0.0,0.1000589
0.0,0.033320617
0.0,0.5394618
0.0,0.38229543
0.0,0.115454115
0.0,0.008902115
0.0,0.41363144
0.0,0.5469867
0.0,0.547445
0.0,0.34618095
0.0,0.017433228
0.0,0.097947486
0.0,0.5394618
0.0,0.546944
0.0,0.045558453
0.0,0.53902686
0.0,0.08405443
0.0,0.029980572
0.0,0.25155464
0.0,0.48326096
0.0,0.015383446
0.0,0.11760249
0.0,0.037694022
0.0,0.49227372
0.0,0.025807315
0.0,0.29953107
0.0,0.0067571336
0.0,0.08605651
0.0,0.5188422
0.0,0.5222849
0.0,0.59744513
0.0,0.0622457
0.0,0.50588566
0.0,0.47395524
0.0,0.08362804
0.0,0.14308688
0.0,0.051151395
0.0,0.6417743
0.0,0.19745518
0.0,0.0835708
0.0,0.20006533
0.0,0.10616939
0.0,0.051522117
0.0,0.094165176
0.0,0.03434977
0.0,0.5648209
0.0,0.028810747
0.0,0.5810604
0.0,0.07581743
0.0,0.12177774
0.0,0.08241073
0.0,0.059898462
0.0,0.009407376
0.0,0.19981463
0.0,0.033460036
0.0,0.5401321
0.0,0.011597887
0.0,0.038237486
0.0,0.08178992
0.0,0.23923689
0.0,0.010095904
0.0,0.105441175
0.0,0.0137862
0.0,0.21417186
0.0,0.16933481
0.0,0.030057615
0.0,0.60091263
0.0,0.03561938
0.0,0.6058885
0.0,0.0090962825
0.0,0.01533762
0.0,0.010614315
0.0,0.5394618
0.0,0.053861815
0.0,0.0088393055
0.0,0.008805426
0.0,0.22663404
0.0,0.13955905
0.0,0.23569156
0.0,0.11067513
0.0,0.5496867
0.0,0.543087
0.0,0.5439773
0.0,0.23860979
0.0,0.6309916
0.0,0.061602134
0.0,0.33742815
0.0,0.6955718
0.0,0.07478461
0.0,0.32489002
0.0,0.1505878
0.0,0.5394618
0.0,0.039447572
0.0,0.27465114
0.0,0.20127219
0.0,0.012515562
0.0,0.009852675
0.0,0.022741495
0.0,0.008237928
0.0,0.5394618
0.0,0.2756748
0.0,0.16127591
0.0,0.104907796
0.0,0.11767413
0.0,0.057244163
0.0,0.008803058
0.0,0.07605808
0.0,0.11294239
0.0,0.13444081
0.0,0.5406095
0.0,0.35822102
0.0,0.39672577
0.0,0.049262498
0.0,0.49393147
0.0,0.340961
0.0,0.35829666
0.0,0.053471696
0.0,0.025924837
0.0,0.2717143
0.0,0.5501443
0.0,0.023673253
0.0,0.06144881
0.0,0.12372047
0.0,0.034213312
0.0,0.16776441
0.0,0.3175603
0.0,0.5409065
0.0,0.5115451
0.0,0.5445179
0.0,0.026372036
0.0,0.011765046
0.0,0.5394618
0.0,0.5753988
0.0,0.66309583
0.0,0.22368643
0.0,0.26292643
0.0,0.08099821
0.0,0.5122835
0.0,0.013430858
0.0,0.36868128
0.0,0.0144474115
0.0,0.18643175
0.0,0.074756324
0.0,0.23156482
0.0,0.5394618
0.0,0.028738711
0.0,0.2827192
0.0,0.2114543
0.0,0.16451204
0.0,0.13634026
0.0,0.01179626
0.0,0.016040584
0.0,0.052330784
0.0,0.0110388575
0.0,0.35755375
0.0,0.45068833
0.0,0.55926037
0.0,0.28285646
0.0,0.019980768
0.0,0.43493035
0.0,0.023131598
0.0,0.018804748
0.0,0.10415235
0.0,0.008579427
0.0,0.557972
0.0,0.29303548
0.0,0.14998604
0.0,0.4446097
0.0,0.47260663
0.0,0.5394618
0.0,0.2557509
0.0,0.40024802
0.0,0.096454225
0.0,0.14863609
0.0,0.020611178
0.0,0.5010318
0.0,0.76814324
0.0,0.09286962
0.0,0.32428908
0.0,0.017805899
0.0,0.47342736
0.0,0.20081604
0.0,0.039624404
0.0,0.012429473
0.0,0.04850947
0.0,0.33302373
0.0,0.021644933
0.0,0.04813456
0.0,0.01498385
0.0,0.69562095
0.0,0.6831843
0.0,0.21490848
0.0,0.2467868
0.0,0.5532392
0.0,0.11055438
0.0,0.06087845
0.0,0.5394618
0.0,0.41342822
0.0,0.09520121
0.0,0.056599457
0.0,0.37922296
0.0,0.24870792
0.0,0.3946952
0.0,0.14431663
0.0,0.05953882
0.0,0.35086328
0.0,0.5898796
0.0,0.05946621
0.0,0.4863538
0.0,0.031538144
0.0,0.13397942
0.0,0.03207339
0.0,0.5423871
0.0,0.53934705
0.0,0.3501889
0.0,0.282162
0.0,0.5394618
0.0,0.121403195
0.0,0.54099107
0.0,0.11429304
0.0,0.7896152
0.0,0.6946626
0.0,0.026318232
0.0,0.008927351
0.0,0.094337665
0.0,0.54221535
0.0,0.6173819
0.0,0.44251496
0.0,0.09460402
0.0,0.2723514
0.0,0.13577364
0.0,0.44756448
0.0,0.5850059
0.0,0.17813997
0.0,0.08708452
0.0,0.4132063
0.0,0.011670378
0.0,0.6902703
0.0,0.47317743
0.0,0.025210755
0.0,0.017600935
0.0,0.01624274
0.0,0.039368916
0.0,0.03579288
0.0,0.51425356
0.0,0.6606508
0.0,0.76489186
0.0,0.011780879
0.0,0.33499584
0.0,0.34958288
0.0,0.054766744
0.0,0.008122373
0.0,0.5576655
0.0,0.25983784
0.0,0.45511594
0.0,0.31047633
0.0,0.033609193
0.0,0.13612966
0.0,0.1918757
0.0,0.60532445
0.0,0.06231571
0.0,0.0091062635
0.0,0.035481438
0.0,0.13406606
0.0,0.26844853
0.0,0.026595896
0.0,0.095002145
0.0,0.7308293
0.0,0.0070075467
0.0,0.5394618
0.0,0.6300795
0.0,0.5472531
0.0,0.066176414
0.0,0.08163386
0.0,0.033653792
0.0,0.16843192
0.0,0.29779553
0.0,0.23158288
0.0,0.07885154
0.0,0.0088146785
0.0,0.20323253
0.0,0.15306187
0.0,0.25875413
0.0,0.08226071
0.0,0.28660017
0.0,0.8109542
0.0,0.26968756
0.0,0.118557006
0.0,0.4202419
0.0,0.0088048065
0.0,0.05997152
0.0,0.685764
0.0,0.050761487
0.0,0.09845688
0.0,0.008618599
0.0,0.10756174
0.0,0.043387555
0.0,0.0104725445
0.0,0.09943808
0.0,0.09292433
0.0,0.011946563
0.0,0.18614747
0.0,0.032795127
0.0,0.53876853
0.0,0.5394618
0.0,0.054358274
0.0,0.24592976
0.0,0.027498648
0.0,0.57555115
0.0,0.0879849
0.0,0.48422885
0.0,0.7094872
0.0,0.1758325
0.0,0.030906305
0.0,0.7043995
0.0,0.26856324
0.0,0.8386533
0.0,0.54796207
0.0,0.029119693
0.0,0.1675036
0.0,0.032626648
0.0,0.016800268
0.0,0.5466487
0.0,0.12745106
0.0,0.27611333
0.0,0.47295073
0.0,0.008156738
0.0,0.5394618
0.0,0.5394618
0.0,0.60425436
0.0,0.23129483
0.0,0.61953884
0.0,0.015941862
0.0,0.14128329
0.0,0.043069728
0.0,0.03324041
0.0,0.5394618
0.0,0.5394618
0.0,0.26932114
0.0,0.08092148
0.0,0.57215184
0.0,0.3004422
0.0,0.042601228
0.0,0.14752075
0.0,0.2835269
0.0,0.3236941
0.0,0.045037676
0.0,0.08427645
0.0,0.5394618
0.0,0.45947775
0.0,0.14436956
0.0,0.5394618
0.0,0.027910255
0.0,0.6679001
0.0,0.6893547
0.0,0.12158043
0.0,0.6367367
0.0,0.5712383
0.0,0.06547245
0.0,0.0123812305
0.0,0.03403429
0.0,0.25448012
0.0,0.04471066
0.0,0.59878516
0.0,0.030303823
0.0,0.026156638
0.0,0.71412706
0.0,0.03502626
0.0,0.007486655
0.0,0.017095868
0.0,0.27417094
0.0,0.047531992
0.0,0.2641529
0.0,0.087843284
0.0,0.20983282
0.0,0.4299669
0.0,0.5394618
0.0,0.5741724
0.0,0.14030161
0.0,0.05811315
0.0,0.2064465
